miRNA,TargetGene,miRNA_regulation,RNA_regulation
hsa-miR-18a-3p,ADAD2,up,up
hsa-miR-18a-3p,GPR55,up,up
hsa-miR-18a-3p,IRS4,up,up
hsa-miR-18a-3p,GDF11,up,up
hsa-miR-18a-3p,CDC25A,up,up
hsa-miR-18a-3p,PKM,up,down
hsa-miR-18a-3p,PMAIP1,up,up
hsa-miR-18a-3p,ASF1B,up,up
hsa-miR-18a-3p,GINS1,up,up
hsa-miR-18a-3p,TYMS,up,up
hsa-miR-18a-3p,ACOT7,up,up
hsa-miR-18a-3p,RAB13,up,up
hsa-miR-18a-3p,PPIAL4G,up,up
hsa-miR-324-3p,FAXC,up,up
hsa-miR-324-3p,FBXL2,up,up
hsa-miR-324-3p,CCNF,up,up
hsa-miR-324-3p,PNMA2,up,up
hsa-miR-324-3p,PKM,up,down
hsa-miR-324-3p,ZNF23,up,up
hsa-miR-324-3p,PTP4A1,up,up
hsa-miR-324-3p,ACOT7,up,up
hsa-miR-324-3p,CACNA1I,up,up
hsa-miR-324-3p,WNT9B,up,up
hsa-miR-324-3p,EBI3,up,up
hsa-miR-324-3p,DLX2,up,up
hsa-miR-92b-3p,ORC1,up,up
hsa-miR-92b-3p,RTKN2,up,up
hsa-miR-92b-3p,CIT,up,up
hsa-miR-92b-3p,CEP152,up,up
hsa-miR-92b-3p,SPC24,up,up
hsa-miR-92b-3p,GPR55,up,up
hsa-miR-92b-3p,ASF1B,up,up
hsa-miR-92b-3p,SLC15A1,up,up
hsa-miR-92b-3p,OR6V1,up,up
hsa-miR-92b-3p,MRPL53,up,down
hsa-miR-92b-3p,FBN2,up,up
hsa-miR-92b-3p,EZH2,up,up
hsa-miR-221-3p,NUF2,up,up
hsa-miR-221-3p,RACGAP1,up,up
hsa-miR-221-3p,MYBL1,up,up
hsa-miR-221-3p,RUNDC3B,up,up
hsa-miR-221-3p,CDC25C,up,up
hsa-miR-221-3p,PKM,up,down
hsa-miR-221-3p,MKI67,up,up
hsa-miR-221-3p,UNC13B,up,down
hsa-miR-221-3p,SPAG5,up,up
hsa-miR-221-3p,ASXL3,up,up
hsa-miR-221-3p,ELAVL2,up,up
hsa-miR-221-3p,NME2,up,up
hsa-miR-221-3p,TRPC3,up,up
hsa-miR-221-3p,TFAP2A,up,up
hsa-miR-221-3p,CABYR,up,up
hsa-miR-221-3p,SAPCD2,up,up
hsa-miR-221-3p,CORO1A,up,up
hsa-miR-221-3p,UHRF1,up,up
hsa-miR-221-3p,POU3F2,up,up
hsa-miR-221-3p,FBN3,up,up
hsa-miR-221-3p,TMEM132B,up,up
hsa-miR-222-3p,HOXA13,up,up
hsa-miR-222-3p,PPM1H,up,up
hsa-miR-222-3p,SPTBN2,up,up
hsa-miR-222-3p,IRS4,up,up
hsa-miR-222-3p,ERCC6L,up,up
hsa-miR-222-3p,KIF4A,up,up
hsa-miR-222-3p,PKM,up,down
hsa-miR-222-3p,SV2A,up,up
hsa-miR-222-3p,HAUS8,up,up
hsa-miR-222-3p,CLDN23,up,up
hsa-miR-222-3p,FAM83G,up,up
hsa-miR-222-3p,CABYR,up,up
hsa-miR-222-3p,SAPCD2,up,up
hsa-miR-222-3p,CORO1A,up,up
hsa-miR-222-3p,MMP1,up,up
hsa-miR-222-3p,CSAG1,up,up
hsa-miR-222-3p,RAP1GAP2,up,up
hsa-miR-222-3p,KIF5C,up,up
hsa-miR-296-3p,MCM10,up,up
hsa-miR-296-3p,CDKN2A,up,up
hsa-miR-296-3p,CHRM3,up,up
hsa-miR-296-3p,KCNH1,up,up
hsa-miR-296-3p,PKM,up,down
hsa-miR-296-3p,NOP2,up,up
hsa-miR-296-3p,FAT3,up,up
hsa-miR-296-3p,CCDC184,up,up
hsa-miR-296-3p,CHCHD6,up,up
hsa-miR-296-3p,ZNF20,up,up
hsa-miR-296-3p,SHROOM2,up,up
hsa-miR-296-3p,MAPK8IP2,up,up
hsa-miR-296-3p,FBXL16,up,up
hsa-miR-296-3p,MPP2,up,up
hsa-miR-296-3p,PHGDH,up,up
hsa-miR-744-5p,CGNL1,up,up
hsa-miR-744-5p,EN2,up,up
hsa-miR-744-5p,SALL1,up,up
hsa-miR-744-5p,IRS4,up,up
hsa-miR-744-5p,OPRD1,up,up
hsa-miR-744-5p,HPCAL4,up,up
hsa-miR-744-5p,FANCG,up,up
hsa-miR-744-5p,LIN37,up,up
hsa-miR-744-5p,HOXC11,up,up
hsa-miR-744-5p,NXPH4,up,up
hsa-miR-744-5p,HOXD11,up,up
hsa-miR-744-5p,FAM171A2,up,up
hsa-miR-744-5p,CHD5,up,up
hsa-miR-744-5p,NOP2,up,up
hsa-miR-744-5p,FBN2,up,up
hsa-miR-744-5p,FAM83G,up,up
hsa-miR-877-5p,SLC39A1,up,up
hsa-miR-877-5p,CENPF,up,up
hsa-miR-877-5p,SYNPR,up,up
hsa-miR-877-5p,ACTA1,up,down
hsa-miR-877-5p,IGF2BP2,up,up
hsa-miR-877-5p,ARL9,up,up
hsa-miR-877-5p,MC4R,up,up
hsa-miR-877-5p,FAM72A,up,up
hsa-miR-877-5p,ZNF280B,up,up
hsa-miR-877-5p,HAND1,up,up
hsa-miR-320b,TIMELESS,up,up
hsa-miR-320b,HOXC11,up,up
hsa-miR-320b,ZNF600,up,up
hsa-miR-423-5p,CLSPN,up,up
hsa-miR-423-5p,CDKN2A,up,up
hsa-miR-423-5p,DLX5,up,up
hsa-miR-423-5p,RGPD2,up,up
hsa-miR-423-5p,NUTM1,up,up
hsa-miR-423-5p,SALL1,up,up
hsa-miR-423-5p,PTTG1,up,up
hsa-miR-423-5p,CCNF,up,up
hsa-miR-423-5p,PGAM4,up,up
hsa-miR-423-5p,GDF11,up,up
hsa-miR-423-5p,PKM,up,down
hsa-miR-423-5p,MYBL2,up,up
hsa-miR-423-5p,NME2,up,up
hsa-miR-423-5p,NOS1AP,up,up
hsa-miR-423-5p,CEACAM6,up,up
hsa-miR-423-5p,TSPYL6,up,up
hsa-miR-423-5p,PAX2,up,up
hsa-miR-423-5p,FAM83H,up,up
hsa-miR-423-5p,PPIAL4G,up,up
hsa-miR-423-5p,KIF1A,up,up
hsa-miR-183-5p,TTF2,up,up
hsa-miR-183-5p,TUBB1,up,up
hsa-miR-183-5p,CR1,up,up
hsa-miR-183-5p,BCL11B,up,up
hsa-miR-183-5p,FAT2,up,up
hsa-miR-183-5p,STK33,up,up
hsa-miR-183-5p,ARHGEF5,up,up
hsa-miR-183-5p,TIMELESS,up,up
hsa-miR-183-5p,ASNS,up,up
hsa-miR-183-5p,KIF5C,up,up
hsa-miR-183-5p,IZUMO2,up,up
hsa-miR-183-5p,ABHD17C,up,up
hsa-miR-183-5p,CCNB1,up,up
hsa-miR-24-3p,ALDH5A1,up,down
hsa-miR-24-3p,DTL,up,up
hsa-miR-24-3p,DEPDC1,up,up
hsa-miR-24-3p,MCM10,up,up
hsa-miR-24-3p,CDKN2A,up,up
hsa-miR-24-3p,FOXQ1,up,up
hsa-miR-24-3p,SULT2A1,up,up
hsa-miR-24-3p,UBD,up,up
hsa-miR-24-3p,DSC2,up,up
hsa-miR-24-3p,AURKB,up,up
hsa-miR-24-3p,BEX1,up,up
hsa-miR-24-3p,HNF4A,up,up
hsa-miR-24-3p,AUNIP,up,up
hsa-miR-24-3p,MRPS24,up,up
hsa-miR-24-3p,RRM2,up,up
hsa-miR-24-3p,S100P,up,up
hsa-miR-24-3p,FKBP1B,up,up
hsa-miR-24-3p,UBE2C,up,up
hsa-miR-24-3p,TYMSOS,up,up
hsa-miR-24-3p,NKD1,up,up
hsa-miR-24-3p,DND1,up,up
hsa-miR-24-3p,ZNF813,up,up
hsa-miR-24-3p,MIS18A,up,up
hsa-miR-24-3p,PCK2,up,up
hsa-miR-24-3p,CDK1,up,up
hsa-miR-24-3p,E2F2,up,up
hsa-miR-24-3p,CORO1A,up,up
hsa-miR-24-3p,PIM2,up,up
hsa-miR-24-3p,KCNJ14,up,up
hsa-miR-24-3p,CHEK1,up,up
hsa-miR-24-3p,CCNA2,up,up
hsa-miR-24-3p,CCNB1,up,up
hsa-miR-30a-5p,DTL,up,up
hsa-miR-30a-5p,FOXD1,up,up
hsa-miR-30a-5p,SLC7A11,up,up
hsa-miR-30a-5p,CDCP1,up,up
hsa-miR-30a-5p,SERPINB5,up,up
hsa-miR-30a-5p,RPP40,up,up
hsa-miR-30a-5p,NT5C1B,up,up
hsa-miR-30a-5p,ARG1,up,up
hsa-miR-30a-5p,RAB27B,up,up
hsa-miR-30a-5p,GALNT7,up,up
hsa-miR-30a-5p,TOMM5,up,up
hsa-miR-30a-5p,KIF11,up,up
hsa-miR-30a-5p,CDC20,up,up
hsa-miR-30a-5p,TUBB3,up,up
hsa-miR-30a-5p,SLC38A5,up,up
hsa-miR-30a-5p,ATP8A2,up,up
hsa-miR-30a-5p,PTRH1,up,up
hsa-miR-30a-5p,CDH2,up,up
hsa-miR-30a-5p,DSG2,up,up
hsa-miR-30a-5p,KRT6B,up,up
hsa-miR-30a-5p,SCD,up,down
hsa-miR-30a-5p,TMED3,up,up
hsa-miR-30a-5p,SLC4A10,up,up
hsa-miR-30a-5p,NEUROD1,up,up
hsa-miR-30a-5p,KRT85,up,up
hsa-miR-30a-5p,KRT77,up,up
hsa-miR-30a-5p,CLEC4D,up,up
hsa-miR-30a-5p,PLA2G4A,up,up
hsa-miR-30a-5p,PNMA2,up,up
hsa-miR-30a-5p,KCNN4,up,up
hsa-miR-30a-5p,RRM2,up,up
hsa-miR-30a-5p,PKM,up,down
hsa-miR-30a-5p,PTP4A1,up,up
hsa-miR-30a-5p,CAMKV,up,up
hsa-miR-30a-5p,MPP2,up,up
hsa-miR-26b-5p,CAMK4,up,up
hsa-miR-26b-5p,ZNF85,up,up
hsa-miR-26b-5p,CCDC15,up,up
hsa-miR-26b-5p,FBXO5,up,up
hsa-miR-26b-5p,ASPM,up,up
hsa-miR-26b-5p,STIL,up,up
hsa-miR-26b-5p,CYP24A1,up,up
hsa-miR-26b-5p,RAB27A,up,up
hsa-miR-26b-5p,GCH1,up,up
hsa-miR-26b-5p,DTL,up,up
hsa-miR-26b-5p,RACGAP1,up,up
hsa-miR-26b-5p,AGL,up,down
hsa-miR-26b-5p,SLC7A11,up,up
hsa-miR-26b-5p,LMNB1,up,up
hsa-miR-26b-5p,GPR22,up,up
hsa-miR-26b-5p,GRB7,up,up
hsa-miR-26b-5p,HGD,up,up
hsa-miR-26b-5p,HOXB1,up,up
hsa-miR-26b-5p,IAPP,up,up
hsa-miR-26b-5p,KCNH4,up,up
hsa-miR-26b-5p,KLRC2,up,up
hsa-miR-26b-5p,KRT32,up,up
hsa-miR-26b-5p,KRT4,up,up
hsa-miR-26b-5p,MYT1L,up,up
hsa-miR-26b-5p,NCAM2,up,up
hsa-miR-26b-5p,NTSR1,up,up
hsa-miR-26b-5p,OR2J3,up,up
hsa-miR-26b-5p,OR2W1,up,up
hsa-miR-26b-5p,PCBP3,up,up
hsa-miR-26b-5p,POU2F3,up,up
hsa-miR-26b-5p,RORB,up,up
hsa-miR-26b-5p,RPS6KA6,up,up
hsa-miR-26b-5p,RXFP3,up,up
hsa-miR-26b-5p,SCGB1D1,up,up
hsa-miR-26b-5p,SH3BP1,up,up
hsa-miR-26b-5p,SLC13A4,up,up
hsa-miR-26b-5p,SLC27A6,up,up
hsa-miR-26b-5p,SLC34A2,up,up
hsa-miR-26b-5p,SLCO1B1,up,up
hsa-miR-26b-5p,SNAP91,up,up
hsa-miR-26b-5p,SORCS3,up,up
hsa-miR-26b-5p,TLX3,up,up
hsa-miR-26b-5p,VTN,up,up
hsa-miR-26b-5p,GPR17,up,up
hsa-miR-26b-5p,FOXD2,up,up
hsa-miR-26b-5p,FGF23,up,up
hsa-miR-26b-5p,EFNA2,up,up
hsa-miR-26b-5p,DEFB4B,up,up
hsa-miR-26b-5p,DEFB4A,up,up
hsa-miR-26b-5p,DCSTAMP,up,up
hsa-miR-26b-5p,DCHS2,up,up
hsa-miR-26b-5p,CYTIP,up,up
hsa-miR-26b-5p,CYP2F1,up,up
hsa-miR-26b-5p,CST2,up,up
hsa-miR-26b-5p,CSN3,up,up
hsa-miR-26b-5p,CRYGC,up,up
hsa-miR-26b-5p,CRTAM,up,up
hsa-miR-26b-5p,CEND1,up,up
hsa-miR-26b-5p,CELA3B,up,up
hsa-miR-26b-5p,CASQ1,up,down
hsa-miR-26b-5p,BNC1,up,up
hsa-miR-26b-5p,ADGB,up,up
hsa-miR-26b-5p,SLC6A16,up,up
hsa-miR-26b-5p,STX1A,up,up
hsa-miR-26b-5p,IL36RN,up,up
hsa-miR-26b-5p,CATSPERB,up,up
hsa-miR-26b-5p,KLRC1,up,up
hsa-miR-26b-5p,CFI,up,up
hsa-miR-26b-5p,NKX3-2,up,up
hsa-miR-26b-5p,F13B,up,up
hsa-miR-26b-5p,VNN2,up,up
hsa-miR-26b-5p,TNS4,up,up
hsa-miR-26b-5p,LIN28A,up,up
hsa-miR-26b-5p,SERPINB5,up,up
hsa-miR-26b-5p,SOX5,up,up
hsa-miR-26b-5p,KRT18,up,up
hsa-miR-26b-5p,GNRHR,up,up
hsa-miR-26b-5p,ANXA8,up,up
hsa-miR-26b-5p,POLR3G,up,up
hsa-miR-26b-5p,GALNT7,up,up
hsa-miR-26b-5p,BCL11B,up,up
hsa-miR-26b-5p,SLC35D2,up,up
hsa-miR-26b-5p,SALL1,up,up
hsa-miR-26b-5p,ABCG2,up,up
hsa-miR-26b-5p,MLNR,up,up
hsa-miR-26b-5p,GPR63,up,up
hsa-miR-26b-5p,MYEF2,up,up
hsa-miR-26b-5p,ANXA8L1,up,up
hsa-miR-26b-5p,NR2E1,up,up
hsa-miR-26b-5p,ARHGEF5,up,up
hsa-miR-26b-5p,POTEG,up,up
hsa-miR-26b-5p,S100A2,up,up
hsa-miR-26b-5p,ERCC6L,up,up
hsa-miR-26b-5p,KIF4A,up,up
hsa-miR-26b-5p,NKX2-5,up,up
hsa-miR-26b-5p,LIG1,up,up
hsa-miR-26b-5p,GDF11,up,up
hsa-miR-26b-5p,ASNS,up,up
hsa-miR-26b-5p,ZWINT,up,up
hsa-miR-26b-5p,PMAIP1,up,up
hsa-miR-26b-5p,ASF1B,up,up
hsa-miR-26b-5p,NXPH4,up,up
hsa-miR-26b-5p,XRCC2,up,up
hsa-miR-26b-5p,TMEM156,up,up
hsa-miR-26b-5p,TGM1,up,up
hsa-miR-26b-5p,SULT1B1,up,up
hsa-miR-26b-5p,SLC26A4,up,up
hsa-miR-26b-5p,SERPINB2,up,up
hsa-miR-26b-5p,ROM1,up,up
hsa-miR-26b-5p,RIPK4,up,up
hsa-miR-26b-5p,PRDM13,up,up
hsa-miR-26b-5p,HSD17B2,up,up
hsa-miR-26b-5p,CARD14,up,up
hsa-miR-26b-5p,ZSCAN16,up,up
hsa-miR-26b-5p,FCN2,up,up
hsa-miR-26b-5p,CACNG3,up,up
hsa-miR-26b-5p,CXCL6,up,up
hsa-miR-26b-5p,CACNB4,up,up
hsa-miR-26b-5p,ZMAT4,up,up
hsa-miR-26b-5p,CCR6,up,up
hsa-miR-26b-5p,AKAP5,up,up
hsa-miR-26b-5p,CDH9,up,up
hsa-miR-26b-5p,XDH,up,up
hsa-miR-26b-5p,WFDC6,up,up
hsa-miR-26b-5p,WDHD1,up,up
hsa-miR-26b-5p,GALR2,up,up
hsa-miR-26b-5p,VPREB1,up,up
hsa-miR-26b-5p,VAV1,up,up
hsa-miR-26b-5p,ALX1,up,up
hsa-miR-26b-5p,UNC13A,up,up
hsa-miR-26b-5p,UGT2A1,up,up
hsa-miR-26b-5p,UBQLN3,up,up
hsa-miR-26b-5p,TXK,up,up
hsa-miR-26b-5p,TULP2,up,up
hsa-miR-26b-5p,TSHB,up,up
hsa-miR-26b-5p,TSGA10,up,up
hsa-miR-26b-5p,TRPV6,up,up
hsa-miR-26b-5p,DDX25,up,up
hsa-miR-26b-5p,TRPM1,up,up
hsa-miR-26b-5p,TRPC7,up,up
hsa-miR-26b-5p,TRPC4,up,up
hsa-miR-26b-5p,TRIM6,up,up
hsa-miR-26b-5p,TRIM17,up,up
hsa-miR-26b-5p,GKN1,up,up
hsa-miR-26b-5p,TP53TG5,up,up
hsa-miR-26b-5p,CYP4F8,up,up
hsa-miR-26b-5p,TOX,up,up
hsa-miR-26b-5p,TNP2,up,up
hsa-miR-26b-5p,TNFSF15,up,up
hsa-miR-26b-5p,TNFRSF11A,up,up
hsa-miR-26b-5p,TMSB15A,up,up
hsa-miR-26b-5p,TMPRSS6,up,up
hsa-miR-26b-5p,TMPRSS11E,up,up
hsa-miR-26b-5p,DUSP21,up,up
hsa-miR-26b-5p,DPPA4,up,up
hsa-miR-26b-5p,FMO3,up,up
hsa-miR-26b-5p,TCN1,up,up
hsa-miR-26b-5p,DEFA3,up,up
hsa-miR-26b-5p,GABRA3,up,up
hsa-miR-26b-5p,GGH,up,up
hsa-miR-26b-5p,CA11,up,up
hsa-miR-26b-5p,TAS2R9,up,up
hsa-miR-26b-5p,TAGLN3,up,up
hsa-miR-26b-5p,ETV4,up,up
hsa-miR-26b-5p,TAC3,up,up
hsa-miR-26b-5p,SV2B,up,up
hsa-miR-26b-5p,STON1-GTF2A1L,up,up
hsa-miR-26b-5p,GRHL2,up,up
hsa-miR-26b-5p,ST18,up,up
hsa-miR-26b-5p,CYP4A11,up,up
hsa-miR-26b-5p,SPRR1A,up,up
hsa-miR-26b-5p,CPN2,up,up
hsa-miR-26b-5p,HHLA3,up,up
hsa-miR-26b-5p,CYP2D6,up,up
hsa-miR-26b-5p,GRIK2,up,up
hsa-miR-26b-5p,CCL7,up,up
hsa-miR-26b-5p,LILRA4,up,up
hsa-miR-26b-5p,KHDC1,up,up
hsa-miR-26b-5p,MMP10,up,up
hsa-miR-26b-5p,CPA1,up,up
hsa-miR-26b-5p,DSC1,up,up
hsa-miR-26b-5p,MAGEC3,up,up
hsa-miR-26b-5p,BEND4,up,up
hsa-miR-26b-5p,BLNK,up,up
hsa-miR-26b-5p,INSL4,up,up
hsa-miR-26b-5p,IRGC,up,up
hsa-miR-26b-5p,MMP8,up,up
hsa-miR-26b-5p,CBLC,up,up
hsa-miR-26b-5p,MNDA,up,up
hsa-miR-26b-5p,LAMP3,up,up
hsa-miR-26b-5p,BRSK2,up,up
hsa-miR-26b-5p,CDKL2,up,up
hsa-miR-26b-5p,LRRC8E,up,up
hsa-miR-26b-5p,IL1R2,up,up
hsa-miR-26b-5p,SMPD3,up,up
hsa-miR-26b-5p,INHA,up,up
hsa-miR-26b-5p,SLC6A14,up,up
hsa-miR-26b-5p,SLC30A10,up,up
hsa-miR-26b-5p,SLC28A1,up,up
hsa-miR-26b-5p,GSTA1,up,up
hsa-miR-26b-5p,SLC22A8,up,up
hsa-miR-26b-5p,MAGEA11,up,up
hsa-miR-26b-5p,SLC22A13,up,up
hsa-miR-26b-5p,SLC1A6,up,up
hsa-miR-26b-5p,GAL3ST1,up,up
hsa-miR-26b-5p,SLC17A6,up,up
hsa-miR-26b-5p,SLAMF1,up,up
hsa-miR-26b-5p,MAP1LC3C,up,up
hsa-miR-26b-5p,SIDT1,up,up
hsa-miR-26b-5p,SI,up,up
hsa-miR-26b-5p,MEP1A,up,up
hsa-miR-26b-5p,KRTAP5-3,up,up
hsa-miR-26b-5p,SERPINI2,up,up
hsa-miR-26b-5p,HLA-DQB2,up,up
hsa-miR-26b-5p,KRTAP5-7,up,up
hsa-miR-26b-5p,ADAM18,up,up
hsa-miR-26b-5p,MCTP2,up,up
hsa-miR-26b-5p,MAGEA9B,up,up
hsa-miR-26b-5p,SCN2A,up,up
hsa-miR-26b-5p,FOLH1,up,up
hsa-miR-26b-5p,S100A7A,up,up
hsa-miR-26b-5p,S100A7,up,up
hsa-miR-26b-5p,IMPG1,up,up
hsa-miR-26b-5p,IL22RA1,up,up
hsa-miR-26b-5p,RPGRIP1,up,up
hsa-miR-26b-5p,ROS1,up,up
hsa-miR-26b-5p,EFNA4,up,up
hsa-miR-26b-5p,RNASET2,up,up
hsa-miR-26b-5p,DGKI,up,up
hsa-miR-26b-5p,RGS20,up,up
hsa-miR-26b-5p,KRT222,up,up
hsa-miR-26b-5p,GRM8,up,up
hsa-miR-26b-5p,RASGRF1,up,up
hsa-miR-26b-5p,IL3,up,up
hsa-miR-26b-5p,RAD54L,up,up
hsa-miR-26b-5p,HMGN5,up,up
hsa-miR-26b-5p,CPB2,up,up
hsa-miR-26b-5p,IGSF6,up,up
hsa-miR-26b-5p,FOXE1,up,up
hsa-miR-26b-5p,CHST4,up,up
hsa-miR-26b-5p,CYLC2,up,up
hsa-miR-26b-5p,ABCG4,up,up
hsa-miR-26b-5p,ELAVL3,up,up
hsa-miR-26b-5p,PRY2,up,up
hsa-miR-26b-5p,PRSS16,up,up
hsa-miR-26b-5p,DRD3,up,up
hsa-miR-26b-5p,PRR5L,up,up
hsa-miR-26b-5p,HSD3B1,up,up
hsa-miR-26b-5p,IKZF1,up,up
hsa-miR-26b-5p,POTEJ,up,up
hsa-miR-26b-5p,IL12A,up,up
hsa-miR-26b-5p,PNOC,up,up
hsa-miR-26b-5p,EDN2,up,up
hsa-miR-26b-5p,MT1HL1,up,up
hsa-miR-26b-5p,ATP1A3,up,up
hsa-miR-26b-5p,CEMP1,up,up
hsa-miR-26b-5p,ADAM29,up,up
hsa-miR-26b-5p,KCNF1,up,up
hsa-miR-26b-5p,PLCB2,up,up
hsa-miR-26b-5p,PEX5L,up,up
hsa-miR-26b-5p,EPPIN,up,up
hsa-miR-26b-5p,CYP4A22,up,up
hsa-miR-26b-5p,CTSV,up,up
hsa-miR-26b-5p,PCSK1,up,up
hsa-miR-26b-5p,PCDHA6,up,up
hsa-miR-26b-5p,PCDHA11,up,up
hsa-miR-26b-5p,CYP11B2,up,up
hsa-miR-26b-5p,P2RX2,up,up
hsa-miR-26b-5p,OTC,up,up
hsa-miR-26b-5p,FBXO24,up,up
hsa-miR-26b-5p,OR2S2,up,up
hsa-miR-26b-5p,OR2F2,up,up
hsa-miR-26b-5p,OR1A2,up,up
hsa-miR-26b-5p,OR10H5,up,up
hsa-miR-26b-5p,OR10H2,up,up
hsa-miR-26b-5p,OR10H1,up,up
hsa-miR-26b-5p,FCGR1B,up,up
hsa-miR-26b-5p,ODAM,up,up
hsa-miR-26b-5p,LY6D,up,up
hsa-miR-26b-5p,NYX,up,up
hsa-miR-26b-5p,ACE2,up,up
hsa-miR-26b-5p,NTNG1,up,up
hsa-miR-26b-5p,GINS4,up,up
hsa-miR-26b-5p,GABRG3,up,up
hsa-miR-26b-5p,NOX3,up,up
hsa-miR-26b-5p,CYP4F11,up,up
hsa-miR-26b-5p,MUC7,up,up
hsa-miR-26b-5p,CD28,up,up
hsa-miR-26b-5p,CAPN9,up,up
hsa-miR-26b-5p,MB,up,down
hsa-miR-26b-5p,CXCL13,up,up
hsa-miR-26b-5p,CXCR6,up,up
hsa-miR-26b-5p,BATF,up,up
hsa-miR-26b-5p,GPR39,up,up
hsa-miR-26b-5p,BATF3,up,up
hsa-miR-26b-5p,KIF21B,up,up
hsa-miR-26b-5p,ZNF23,up,up
hsa-miR-26b-5p,PCDHB8,up,up
hsa-miR-26b-5p,NMRK2,up,down
hsa-miR-26b-5p,IBSP,up,up
hsa-miR-26b-5p,KREMEN2,up,up
hsa-miR-26b-5p,NFKBIE,up,up
hsa-miR-26b-5p,AGMAT,up,down
hsa-miR-26b-5p,DTNB,up,up
hsa-miR-26b-5p,ALPI,up,up
hsa-miR-26b-5p,IL13RA2,up,up
hsa-miR-26b-5p,POU4F3,up,up
hsa-miR-26b-5p,PIK3CG,up,up
hsa-miR-26b-5p,PCDHA4,up,up
hsa-miR-26b-5p,NME5,up,up
hsa-miR-26b-5p,MATN3,up,up
hsa-miR-26b-5p,KCNQ2,up,up
hsa-miR-26b-5p,ASXL3,up,up
hsa-miR-26b-5p,NAT1,up,up
hsa-miR-26b-5p,ARHGAP44,up,up
hsa-miR-26b-5p,STARD5,up,up
hsa-miR-26b-5p,NKX2-2,up,up
hsa-miR-26b-5p,PLCH2,up,up
hsa-miR-26b-5p,FASLG,up,up
hsa-miR-26b-5p,PDHA2,up,up
hsa-miR-26b-5p,FOXG1,up,up
hsa-miR-26b-5p,SSX7,up,up
hsa-miR-26b-5p,APOF,up,up
hsa-miR-26b-5p,CA1,up,up
hsa-miR-26b-5p,BRDT,up,up
hsa-miR-26b-5p,CCDC170,up,up
hsa-miR-26b-5p,AEN,up,up
hsa-miR-26b-5p,GINS1,up,up
hsa-miR-26b-5p,ARAP2,up,up
hsa-miR-26b-5p,TSPAN12,up,up
hsa-miR-26b-5p,ELAVL2,up,up
hsa-miR-26b-5p,SPAG1,up,up
hsa-miR-26b-5p,HAUS8,up,up
hsa-miR-26b-5p,S100P,up,up
hsa-miR-26b-5p,POU4F1,up,up
hsa-miR-26b-5p,POTEF,up,up
hsa-miR-26b-5p,CYP27B1,up,up
hsa-miR-26b-5p,FDXR,up,up
hsa-miR-26b-5p,CPA4,up,up
hsa-miR-26b-5p,CA9,up,up
hsa-miR-26b-5p,RAPGEF4,up,up
hsa-miR-26b-5p,TMEM74B,up,up
hsa-miR-26b-5p,ODF2,up,up
hsa-miR-26b-5p,KRT8,up,up
hsa-miR-26b-5p,FKBP1B,up,up
hsa-miR-26b-5p,RAB36,up,up
hsa-miR-26b-5p,CCDC181,up,up
hsa-miR-26b-5p,CSPG5,up,up
hsa-miR-26b-5p,DSCC1,up,up
hsa-miR-26b-5p,SPC25,up,up
hsa-miR-26b-5p,ACADM,up,down
hsa-miR-26b-5p,GCNT2,up,up
hsa-miR-26b-5p,HOXB7,up,up
hsa-miR-26b-5p,TMC7,up,up
hsa-miR-26b-5p,MDH1,up,down
hsa-miR-26b-5p,IFIH1,up,up
hsa-miR-26b-5p,IFNG,up,up
hsa-miR-26b-5p,FGF9,up,up
hsa-miR-26b-5p,CDH1,up,up
hsa-miR-26b-5p,PLS1,up,up
hsa-miR-26b-5p,CCNE1,up,up
hsa-miR-26b-5p,SH3GL2,up,up
hsa-miR-26b-5p,PSAT1,up,up
hsa-miR-26b-5p,GABRB3,up,up
hsa-miR-26b-5p,PTPRO,up,up
hsa-miR-26b-5p,NOP2,up,up
hsa-miR-26b-5p,FGFR3,up,up
hsa-miR-26b-5p,TYMS,up,up
hsa-miR-26b-5p,MREG,up,up
hsa-miR-26b-5p,PTP4A1,up,up
hsa-miR-26b-5p,TLX1,up,up
hsa-miR-26b-5p,FOXM1,up,up
hsa-miR-26b-5p,GHSR,up,up
hsa-miR-26b-5p,CDCA3,up,up
hsa-miR-26b-5p,PIM2,up,up
hsa-miR-26b-5p,PAPPA,up,up
hsa-miR-26b-5p,CASP8,up,up
hsa-miR-26b-5p,DNAJC6,up,up
hsa-miR-26b-5p,KCTD14,up,up
hsa-miR-26b-5p,GNB5,up,up
hsa-miR-26b-5p,TRIM36,up,up
hsa-miR-26b-5p,PHGDH,up,up
hsa-miR-192-5p,TMTC2,up,up
hsa-miR-192-5p,SLC16A6,up,up
hsa-miR-192-5p,PCSK9,up,up
hsa-miR-192-5p,IL7,up,up
hsa-miR-192-5p,MMP20,up,up
hsa-miR-192-5p,GALNT12,up,up
hsa-miR-192-5p,WNT3,up,up
hsa-miR-192-5p,CNTNAP3,up,up
hsa-miR-192-5p,GRIA1,up,up
hsa-miR-192-5p,GOLGA6A,up,up
hsa-miR-192-5p,FAM110C,up,up
hsa-miR-192-5p,ENTPD3,up,up
hsa-miR-192-5p,CGNL1,up,up
hsa-miR-192-5p,OTUB2,up,up
hsa-miR-192-5p,FERMT1,up,up
hsa-miR-192-5p,CAMK4,up,up
hsa-miR-192-5p,ZNF85,up,up
